coverage	n
256	1
257	2
258	4
259	4
260	4
261	1
262	0
263	4
264	8
265	13
266	5
267	2
268	3
269	0
270	1
271	0
272	1
273	1
274	1
275	2
276	1
277	1
278	0
279	3
280	3
281	3
282	9
283	2
284	7
285	3
286	6
287	8
288	3
289	9
290	5
291	2
292	10
293	7
294	3
295	5
296	3
297	1
298	3
299	0
300	0
301	0
302	0
303	0
304	0
305	1
306	0
307	0
308	0
309	1
310	0
311	0
312	0
313	0
314	0
315	1
316	0
317	0
318	1
319	0
320	2
321	2
322	0
323	1
324	4
325	3
326	0
327	0
328	1
329	0
330	0
331	0
332	1
333	4
334	1
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	1
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	1
377	0
378	0
379	0
380	0
381	2
382	0
383	0
384	0
385	0
386	0
387	1
388	1
389	1
390	0
391	1
392	2
393	0
394	1
395	0
396	0
397	0
398	0
399	0
400	1
401	0
402	0
403	0
404	2
405	1
406	0
407	0
408	1
409	0
410	0
411	1
412	1
413	0
414	0
415	0
416	1
417	1
418	0
419	0
420	0
421	1
422	0
423	0
424	1
425	1
426	0
427	0
428	1
429	0
430	1
431	4
432	0
433	0
434	0
435	1
436	3
437	6
438	2
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	2
450	0
451	2
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	4
465	3
466	3
467	2
468	2
469	4
470	1
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	3
486	0
487	1
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	1
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	1
517	2
518	0
519	1
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	1
530	1
531	0
532	6
533	1
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	1
543	0
544	1
545	0
546	0
547	0
548	0
549	1
550	0
551	0
552	0
553	0
554	1
555	0
556	3
557	0
558	0
559	0
560	1
561	1
562	4
563	1
564	0
565	0
566	1
567	0
568	0
569	0
570	0
571	1
572	0
573	1
574	0
575	0
576	0
577	1
578	0
579	0
580	0
581	0
582	0
583	1
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	2
592	3
593	0
594	0
595	0
596	1
597	1
598	0
599	0
600	1
601	0
602	0
603	1
604	0
605	0
606	1
607	0
608	0
609	0
610	0
611	0
612	0
613	1
614	1
615	0
616	0
617	1
618	0
619	1
620	0
621	0
622	1
623	0
624	1
625	0
626	2
627	2
628	0
629	3
630	1
631	1
632	0
633	0
634	1
635	1
636	0
637	1
638	3
639	0
640	0
641	0
642	0
643	0
644	4
645	3
646	2
647	0
648	1
649	1
650	0
651	0
652	1
653	0
654	1
655	0
656	0
657	1
658	0
659	1
660	1
661	0
662	0
663	0
664	2
665	0
666	0
667	1
668	1
669	2
670	1
671	0
672	1
673	1
674	3
675	0
676	1
677	2
678	3
679	1
680	1
681	1
682	0
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	2
693	0
694	0
695	0
696	0
697	0
698	0
699	1
700	0
701	0
702	1
703	0
704	0
705	3
706	1
707	0
708	3
