coverage	n
989	3
990	0
991	2
992	0
993	2
994	0
995	10
996	1
997	2
998	4
999	2
1000	3
1001	5
1002	0
1003	0
1004	2
1005	0
1006	0
1007	0
1008	2
1009	1
1010	12
1011	1
1012	0
1013	1
1014	1
1015	0
1016	0
1017	0
1018	0
1019	2
1020	1
1021	1
1022	1
1023	0
1024	1
1025	1
1026	0
1027	0
1028	1
1029	1
1030	0
1031	1
1032	0
1033	3
1034	1
1035	0
1036	0
1037	1
1038	0
1039	2
1040	2
1041	1
1042	2
1043	2
1044	3
1045	0
1046	0
1047	3
1048	1
1049	0
1050	0
1051	4
1052	4
1053	1
1054	1
1055	0
1056	2
1057	0
1058	2
1059	1
1060	0
1061	1
1062	1
1063	2
1064	3
1065	1
1066	3
1067	0
1068	2
1069	1
1070	1
1071	3
1072	0
1073	9
1074	2
1075	2
1076	2
1077	0
1078	2
1079	0
1080	1
1081	0
1082	0
1083	2
1084	1
1085	3
1086	2
1087	0
1088	3
1089	0
1090	0
1091	1
1092	0
1093	0
1094	1
1095	1
1096	0
1097	1
1098	2
1099	1
1100	11
1101	0
1102	1
1103	1
1104	0
1105	1
1106	1
1107	2
1108	1
1109	1
1110	0
1111	0
1112	1
1113	0
1114	1
1115	2
1116	5
1117	0
1118	0
1119	0
1120	1
1121	1
1122	0
1123	0
1124	0
1125	0
1126	0
1127	1
1128	0
1129	0
1130	5
1131	0
1132	1
1133	2
1134	0
1135	0
1136	1
1137	2
1138	0
1139	2
1140	0
1141	1
1142	0
1143	2
1144	2
1145	1
1146	0
1147	1
1148	0
1149	0
1150	2
1151	0
1152	2
1153	1
1154	0
1155	0
1156	2
1157	1
1158	0
1159	0
1160	1
1161	0
1162	1
1163	0
1164	1
1165	0
1166	0
1167	0
1168	0
1169	1
1170	0
1171	0
1172	0
1173	1
1174	0
1175	0
1176	1
1177	0
1178	0
1179	0
1180	0
1181	1
1182	0
1183	0
1184	4
1185	0
1186	0
1187	0
1188	0
1189	0
1190	1
1191	1
1192	0
1193	1
1194	0
1195	0
1196	0
1197	0
1198	2
1199	1
1200	2
1201	1
1202	0
1203	0
1204	1
1205	6
1206	1
1207	0
1208	0
1209	0
1210	0
1211	0
1212	0
1213	0
1214	1
1215	0
1216	0
1217	0
1218	0
1219	0
1220	0
1221	0
1222	0
1223	0
1224	1
1225	0
1226	0
1227	0
1228	1
1229	1
1230	4
1231	0
1232	2
1233	4
1234	0
1235	0
1236	1
1237	0
1238	0
1239	0
1240	0
1241	0
1242	0
1243	0
1244	0
1245	0
1246	0
1247	0
1248	0
1249	1
1250	0
1251	0
1252	0
1253	0
1254	0
1255	0
1256	0
1257	1
1258	0
1259	0
1260	0
1261	0
1262	0
1263	1
1264	1
1265	0
1266	0
1267	0
1268	0
1269	1
1270	0
1271	0
1272	2
1273	0
1274	0
1275	0
1276	0
1277	0
1278	0
1279	0
1280	4
1281	0
1282	0
1283	0
1284	0
1285	0
1286	0
1287	0
1288	0
1289	0
1290	0
1291	0
1292	0
1293	0
1294	0
1295	0
1296	0
1297	0
1298	0
1299	1
1300	0
1301	0
1302	0
1303	0
1304	0
1305	1
1306	0
1307	0
1308	0
1309	0
1310	0
1311	0
1312	0
1313	0
1314	0
1315	0
1316	0
1317	0
1318	1
1319	0
1320	0
1321	0
1322	0
1323	0
1324	0
1325	3
1326	0
1327	0
1328	1
1329	0
1330	0
1331	0
1332	0
1333	1
1334	0
1335	0
1336	0
1337	1
1338	0
1339	0
1340	0
1341	0
1342	0
1343	1
1344	1
1345	0
1346	0
1347	0
1348	0
1349	0
1350	0
1351	0
1352	0
1353	1
1354	1
1355	0
1356	0
1357	0
1358	0
1359	0
1360	0
1361	0
1362	0
1363	0
1364	0
1365	0
1366	1
1367	0
1368	1
1369	1
1370	3
1371	0
1372	0
1373	0
1374	0
1375	0
1376	0
1377	0
1378	0
1379	0
1380	0
1381	0
1382	0
1383	0
1384	0
1385	0
1386	0
1387	1
1388	0
1389	0
1390	0
1391	0
1392	1
1393	0
1394	0
1395	0
1396	0
1397	0
1398	0
1399	0
1400	0
1401	0
1402	0
1403	0
1404	0
1405	0
1406	0
1407	0
1408	0
1409	0
1410	0
1411	0
1412	4
1413	0
1414	1
1415	0
1416	0
1417	0
1418	0
1419	0
1420	0
1421	0
1422	0
1423	0
1424	0
1425	0
1426	0
1427	0
1428	0
1429	0
1430	0
1431	1
1432	0
1433	0
1434	0
1435	0
1436	0
1437	0
1438	0
1439	0
1440	0
1441	0
1442	0
1443	1
1444	0
1445	0
1446	0
1447	0
1448	0
1449	0
1450	0
1451	0
1452	0
1453	0
1454	0
1455	0
1456	1
1457	0
1458	1
1459	0
1460	0
1461	1
1462	0
1463	0
1464	0
1465	1
1466	0
1467	0
1468	0
1469	0
1470	0
1471	0
1472	0
1473	0
1474	0
1475	0
1476	4
1477	0
1478	0
1479	0
1480	0
1481	0
1482	0
1483	1
1484	0
1485	0
1486	1
1487	1
1488	0
1489	0
1490	0
1491	1
1492	1
1493	1
1494	1
1495	0
1496	1
1497	0
1498	0
1499	0
1500	0
1501	0
1502	0
1503	0
1504	1
1505	0
1506	1
1507	0
1508	0
1509	0
1510	0
1511	0
1512	0
1513	1
1514	0
1515	0
1516	0
1517	1
1518	1
1519	1
1520	0
1521	0
1522	0
1523	0
1524	0
1525	0
1526	1
1527	0
1528	0
1529	1
1530	1
1531	0
1532	0
1533	0
1534	4
1535	1
1536	0
1537	1
1538	1
1539	0
1540	0
1541	1
1542	0
1543	1
1544	0
1545	1
1546	0
1547	1
1548	0
1549	0
1550	0
1551	0
1552	0
1553	0
1554	1
1555	0
1556	1
1557	0
1558	1
1559	0
1560	2
1561	0
1562	1
1563	1
1564	0
1565	0
1566	0
1567	1
1568	0
1569	0
1570	0
1571	0
1572	0
1573	0
1574	0
1575	0
1576	0
1577	0
1578	0
1579	1
1580	0
1581	0
1582	0
1583	0
1584	0
1585	0
1586	0
1587	0
1588	0
1589	0
1590	0
1591	11
1592	0
1593	1
1594	0
1595	1
1596	0
1597	0
1598	0
1599	1
1600	1
1601	0
1602	0
1603	1
1604	2
1605	5
1606	0
1607	0
1608	0
1609	0
1610	0
1611	0
1612	0
1613	1
1614	1
1615	0
1616	0
1617	0
1618	1
1619	0
1620	2
1621	0
1622	0
1623	0
1624	1
1625	0
1626	0
1627	0
1628	0
1629	0
1630	0
1631	1
1632	0
1633	0
1634	2
1635	2
1636	1
1637	0
1638	0
1639	0
1640	0
1641	0
1642	0
1643	3
1644	1
1645	0
1646	0
1647	0
1648	0
1649	0
1650	0
1651	0
1652	0
1653	1
1654	0
1655	0
1656	0
1657	0
1658	0
1659	0
1660	0
1661	0
1662	1
1663	1
1664	0
1665	0
1666	1
1667	0
1668	0
1669	0
1670	2
1671	0
1672	0
1673	0
1674	0
1675	0
1676	0
1677	0
1678	0
1679	1
1680	1
1681	0
1682	0
1683	0
1684	0
1685	0
1686	0
1687	0
1688	0
1689	0
1690	1
1691	0
1692	0
1693	2
1694	0
1695	0
1696	0
1697	0
1698	0
1699	0
1700	0
1701	0
1702	0
1703	0
1704	0
1705	0
1706	0
1707	0
1708	0
1709	0
1710	0
1711	0
1712	2
1713	0
1714	0
1715	1
1716	0
1717	0
1718	0
1719	1
1720	0
1721	0
1722	1
1723	0
1724	0
1725	0
1726	1
1727	0
1728	1
1729	0
1730	1
1731	0
1732	0
1733	0
1734	0
1735	1
1736	0
1737	1
1738	0
1739	0
1740	0
1741	0
1742	0
1743	0
1744	0
1745	1
1746	1
1747	0
1748	0
1749	0
1750	0
1751	0
1752	0
1753	1
1754	0
1755	1
1756	0
1757	0
1758	2
1759	1
1760	1
1761	0
1762	0
1763	0
1764	0
1765	0
1766	0
1767	1
1768	0
1769	2
1770	1
1771	0
1772	0
1773	1
1774	1
1775	0
1776	1
1777	0
1778	1
1779	0
1780	1
1781	0
1782	0
1783	1
1784	0
1785	1
1786	0
1787	0
1788	0
1789	1
1790	4
1791	0
1792	0
1793	0
1794	0
1795	0
1796	0
1797	1
1798	0
1799	0
1800	0
1801	0
1802	0
1803	0
1804	0
1805	1
1806	3
1807	0
1808	1
1809	0
1810	1
1811	0
1812	0
1813	0
1814	0
1815	0
1816	1
1817	1
1818	0
1819	1
1820	0
1821	1
1822	0
1823	0
1824	0
1825	0
1826	0
1827	0
1828	0
1829	0
1830	0
1831	0
1832	0
1833	0
1834	0
1835	0
1836	0
1837	1
1838	0
1839	0
1840	0
1841	0
1842	0
1843	1
