coverage	n
313	59
314	57
315	43
316	37
317	45
318	34
319	32
320	28
321	30
322	34
323	25
324	32
325	28
326	28
327	23
328	28
329	12
330	13
331	16
332	9
333	14
334	8
335	7
336	5
337	5
338	2
339	3
340	6
341	3
342	6
343	0
344	3
345	5
346	3
347	4
348	10
349	4
350	3
351	4
352	2
353	8
354	8
355	1
356	0
357	5
358	0
359	2
360	1
361	1
362	0
363	1
364	12
365	1
366	4
367	1
368	0
369	3
370	3
371	1
372	4
373	5
374	1
375	5
376	0
377	0
378	0
379	1
380	0
381	0
382	1
383	0
384	2
385	0
386	0
387	2
388	1
389	2
390	0
391	0
392	0
393	1
394	1
395	0
396	0
397	0
398	11
399	0
400	0
401	0
402	1
403	2
404	0
405	0
406	1
407	0
408	1
409	2
410	0
411	2
412	1
413	1
414	1
415	1
416	2
417	1
418	8
419	0
420	0
421	2
422	2
423	0
424	3
425	1
426	0
427	0
428	4
429	1
430	26
431	9
432	1
433	1
434	0
435	0
436	1
437	1
438	2
439	0
440	1
441	0
442	1
443	2
444	0
445	0
446	0
447	0
448	1
449	0
450	1
451	0
452	0
453	3
454	0
455	5
456	0
457	0
458	1
459	1
460	1
461	2
462	1
463	4
464	4
465	9
466	0
467	1
468	1
469	0
470	2
471	2
472	1
473	0
474	6
475	4
476	2
477	18
478	3
479	1
480	1
481	1
482	3
483	11
484	6
485	2
486	1
487	2
488	2
489	2
490	8
491	3
492	0
493	1
494	5
495	4
496	5
497	5
498	2
499	5
500	2
501	2
502	2
503	2
504	2
505	10
506	0
507	1
508	0
509	2
510	4
511	4
512	0
513	4
514	0
515	0
516	2
517	0
518	1
519	4
520	1
521	1
522	3
523	5
524	1
525	2
526	4
527	6
528	5
529	1
530	0
531	2
532	8
533	2
534	1
535	1
536	5
537	1
538	3
539	3
540	11
541	2
542	1
543	2
544	8
545	1
546	3
547	4
548	2
549	2
550	1
551	9
552	1
553	0
554	5
555	0
556	7
557	0
558	2
559	3
560	13
561	4
562	0
563	0
564	2
565	1
566	0
567	0
568	1
569	1
570	0
571	1
572	7
573	1
574	5
575	2
576	0
577	9
578	2
579	1
580	0
581	1
582	1
583	2
584	1
585	3
586	0
587	1
588	0
589	0
590	2
591	0
592	0
593	1
594	2
595	0
596	0
597	1
598	0
599	0
600	5
601	0
602	0
603	0
604	0
605	0
606	0
607	1
608	0
609	0
610	0
611	4
612	0
613	0
614	0
615	1
616	0
617	0
618	0
619	1
620	0
621	0
622	0
623	1
624	1
625	0
626	0
627	0
628	1
629	3
630	0
631	0
632	0
633	0
634	0
635	0
636	1
637	0
638	0
639	0
640	1
641	0
642	0
643	0
644	1
645	0
646	0
647	2
648	0
649	3
650	1
651	0
652	1
653	0
654	1
655	0
656	0
657	0
658	0
659	1
660	0
661	1
662	1
663	0
664	0
665	8
666	0
667	1
668	1
669	0
670	0
671	1
672	0
673	0
674	0
675	0
676	0
677	0
678	0
679	0
680	0
681	0
682	0
683	0
684	1
685	0
686	0
687	0
688	2
689	0
690	0
691	0
692	0
693	1
694	0
695	0
696	5
697	0
698	0
699	2
700	0
701	1
702	0
703	1
704	0
705	0
706	1
707	1
708	0
709	0
710	0
711	0
712	1
713	0
714	0
715	0
716	0
717	3
718	0
719	0
720	0
721	2
722	1
723	2
724	0
725	1
726	0
727	0
728	0
729	1
730	0
731	4
732	4
733	1
734	1
735	1
736	2
737	0
738	0
739	1
740	1
741	1
742	1
743	0
744	0
745	0
746	2
747	1
748	0
749	0
750	0
751	0
752	0
753	0
754	0
755	0
756	1
757	0
758	5
759	8
760	0
761	1
762	0
763	0
764	1
765	0
766	0
767	1
768	0
769	0
770	0
771	3
772	1
773	0
774	2
775	1
776	0
777	5
778	4
779	0
780	0
781	1
782	0
783	1
784	0
785	1
786	0
787	0
788	0
789	0
790	1
791	0
792	0
793	0
794	0
795	0
796	0
797	0
798	0
799	0
800	0
801	2
802	1
803	0
804	0
805	4
806	5
807	0
808	0
809	0
810	0
811	0
812	0
813	0
814	1
815	0
816	0
817	0
818	1
819	0
820	0
821	0
822	0
823	1
824	0
825	0
826	0
827	0
828	0
829	2
830	0
831	0
832	0
833	0
834	1
835	1
836	0
837	0
838	1
839	1
840	0
841	0
842	0
843	0
844	0
845	0
846	0
847	0
848	0
849	0
850	0
851	1
852	2
853	0
854	0
855	0
856	0
857	0
858	0
859	0
860	1
861	0
862	0
863	1
864	0
865	0
866	0
867	2
868	0
869	1
870	1
871	0
872	0
873	0
874	1
875	0
876	0
877	0
878	0
879	0
880	0
881	0
882	1
883	1
884	1
885	4
886	0
887	0
888	4
889	1
890	1
891	0
892	0
893	1
894	2
895	0
896	1
897	1
898	1
899	1
900	3
901	1
902	1
903	0
904	2
905	0
906	1
907	0
908	1
909	2
910	0
911	0
912	1
913	1
914	0
915	0
916	0
917	1
918	0
919	0
920	0
921	0
922	0
923	0
924	1
